Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Categoría (product.metafields.custom.contexto),Bundle Discount Rate (product.metafields.c_f.bundle_discount_rate),Dimensiones (product.metafields.c_f.dimensions),Grouped Sub Product (product.metafields.c_f.grouped_sub_product),Material (product.metafields.c_f.material),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Número de calificaciones del producto (product.metafields.reviews.rating_count),Tamaño de accesorio (product.metafields.shopify.accessory-size),Grupo de edad (product.metafields.shopify.age-group),Tipo de joyería corporal (product.metafields.shopify.body-jewelry-type),Diseño de la pulsera (product.metafields.shopify.bracelet-design),Tipo de eslabón de cadena (product.metafields.shopify.chain-link-type),Color (product.metafields.shopify.color-pattern),Diseño de aretes (product.metafields.shopify.earring-design),Color del instrumento (product.metafields.shopify.instrument-color),Material de joyería (product.metafields.shopify.jewelry-material),Tipo de joyería (product.metafields.shopify.jewelry-type),Material (product.metafields.shopify.material),Diseño de collar (product.metafields.shopify.necklace-design),Diseño de anillo (product.metafields.shopify.ring-design),Tamaño del anillo (product.metafields.shopify.ring-size),Sexo objetivo (product.metafields.shopify.target-gender),Productos complementarios (product.metafields.shopify--discovery--product_recommendation.complementary_products),Productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configuración de productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsos de productos en la búsqueda (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Colombia,Price / Colombia,Compare At Price / Colombia,Included / United States,Price / United States,Compare At Price / United States,Status
topitos-heart-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/TO015NGXXW-negro-topitos_heart_o-uso.2.jpg?v=1773093397,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topitos-heart-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/TO015PLXXW-Plateado-Topito-Heart-O-Uso-1_5af9a952-7568-478f-89c7-324a2131b92e.jpg?v=1773093397,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topitos-heart-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_e72abc1d-f050-47ca-969f-67fb422e88b5.jpg?v=1773093397,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-grand-s,Aretes Grand S,"<div class=""ewa-rteLine"">Los <strong>Aretes Grand S</strong> combinan volumen y elegancia en un diseño pulido que atrae miradas sin perder comodidad. Su forma amplia y estilizada transmite fuerza y sofisticación, pero gracias a su fabricación en<strong> acero quirúrgico hipoalergénico</strong> son sorprendentemente livianos y nada pesados.</div>
<div class=""ewa-rteLine""><br></div>
<div class=""ewa-rteLine"">Resistentes al agua y pensados para uso diario, se convierten en el accesorio perfecto para quienes buscan impacto visual con ligereza y autenticidad</div>
<p> </p>",Blunua,Ropa y accesorios > Joyería > Pendientes,Aretes,"Aretes, Aretes Her, Dorado, for her, Negro, para ella, para ellas, Plateado, Regalos100W",TRUE,Color,Negro,,,,,,,,AR027NE0SW,0,shopify,deny,manual,87000,,TRUE,TRUE,,,,,AR027NE0SW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/to014do0sw-aretes_grand_s-dorado-uso.jpg?v=1756434598,1,,FALSE,"Aretes Grand S | Acero quirúrgico, Minimalista, amplios, livianos, modernos","Los Aretes Grand S en acero quirúrgico: diseño amplio y pulido, hipoalergénicos, resistentes al agua y sorprendentemente livianos para uso diario.",,,,,,,,,,,,mujer,,"  <p><ul>
  <li><strong>Diámetro:</strong> 1,4 cm</li>
  <li><strong>Peso:</strong> 1,7 gr c/u</li>
      <p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,1,,adultos; adults,,,,dorado; negro; plateado-1,stud,,acero-inoxidable; stainless-steel,joyeria-fina; fine-jewelry,acero-inoxidable,,,,femenino; female,,aretes-circle-max; aretes-grand-m; collar-grand,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/to014do0sw-aretes_grand_s-negro-uso-1.jpg?v=1756434600,g,,,TRUE,,,TRUE,,,active
aretes-grand-s,,,,,,,,,Dorado,,,,,,,,AR027DO0SW,0,shopify,deny,manual,87000,,TRUE,TRUE,,,,,AR027DO0SW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/to014do0sw-aretes_grand_s-negro-uso-1.jpg?v=1756434600,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/to014do0sw-aretes_grand_s-dorado-uso.jpg?v=1756434598,g,,,,,,,,,
aretes-grand-s,,,,,,,,,Plateado,,,,,,,,AR027PL0SW,0,shopify,deny,manual,87000,,TRUE,TRUE,,,,,AR027PL0SW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/to014ne0mw-aretes_grand_m-negro-uso-3.jpg?v=1765982523,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR027PL0SW-Plateado-aretes_grand_s-dorado-ls-2.jpg?v=1765982790,g,,,,,,,,,
aretes-grand-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/AR027PL0SW-Plateado-aretes_grand_s-dorado-ls-2.jpg?v=1765982790,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-grand-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/cajita_metalica_2025.jpg?v=1776697481,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-grand-m,Aretes Grand M,"<p>Los <strong>Aretes Grand M </strong>destacan por su diseño con frente abombado y posterior plano, que aporta volumen visual sin perder comodidad, creando un contraste elegante. Su acabado pulido refleja la luz con intensidad, convirtiéndolos en protagonistas de cualquier look.</p>
<p>Son livianos y con un ajuste cómodo y estable, ideal para quienes buscan un accesorio audaz pero práctico.</p>
<p>Fabricados en <strong>acero quirúrgico hipoalergénico</strong>, son resistentes al agua y mantienen su brillo impecable con el uso diario. <strong></strong><strong></strong></p>
<div class=""ewa-rteLine"">Al no ser macizo es un producto muy liviano y cómodo.</div>",Blunua,Ropa y accesorios > Joyería > Pendientes,Aretes,"Aretes, Aretes Her, Dorado, Negro, Plateado, Regalos100W",TRUE,Color,Negro,,,,,,,,AR027NE0MW,0,shopify,deny,manual,94000,,TRUE,TRUE,,,,,AR027NE0MW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/to014ne0mw-aretes_grand_m-negro-uso-1.jpg?v=1756434590,1,,FALSE,Aretes Grand M | Acero Quirúrgico hipoalergénicos resistentes versátil,"Los Aretes Grand M de Blunua  en acero quirúrgico hipoalergénico: diseño con frente abombado y posterior plano, resistentes al agua, cómodos y de gran impacto visual",,,,,,,,,,,,mujer,,"<p><ul>
<li><strong>Diámetro: </strong> 1,6 cm</li>
<li><strong>Peso: </strong>: 2 g c/u </li>
<p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,1,,adultos; adults,,,,negro; plateado,stud,,acero-inoxidable,joyeria-fina; fine-jewelry,acero-inoxidable,,,,femenino; female,,aretes-grand-s; collar-grand; aretes-circle-max,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/to014ne0mw-aretes_grand_m-negro-uso-1.jpg?v=1756434590,g,,,TRUE,,,TRUE,,,active
aretes-grand-m,,,,,,,,,Plateado,,,,,,,,AR027PL0MW,0,shopify,deny,manual,94000,,TRUE,TRUE,,,,,AR027PL0MW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/to014pl0mw-aretes_grand_m-plateado-uso.jpg?v=1756434592,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/to014pl0mw-aretes_grand_m-plateado-uso.jpg?v=1756434592,g,,,,,,,,,
aretes-grand-m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/to014ne0mw-aretes_grand_m-negro-uso-2.jpg?v=1756434594,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aretes-grand-m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/cajita_metalica_2025.jpg?v=1776697481,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collar-grand,Collar Grand,"<p>El <strong>Collar Grand</strong> es una pieza minimalista que fusiona elegancia y simbolismo: una cadena delgada y flexible, sostiene una esfera flotante que representa armonía y transformación. Disponible en dorado, plateado y negro, cada versión evoca una energía distinta, perfecta para expresar tu estilo y estado emocional. Su diseño limpio y geométrico lo convierte en un accesorio versátil, ideal para looks diarios o editoriales. <br>Funciona perfecto solo, como pieza protagonista, o combinado con otros collares finos para jugar con capas y texturas.<br></p>
<p>Fabricado en <strong>acero quirúrgico, es hipoalergénico, resistente al agua, pulido a mano</strong> y cómodo para uso prolongado.</p>
<p><strong>* Al no ser macizo es un producto muy liviano y cómodo.</strong><strong style=""font-size: 0.875rem;""></strong></p>",Blunua,Ropa y accesorios > Joyería > Collares,Collares Midis,"Collar, Collares Midis Her, combo ball, Dorado, Negro, Plateado, Regalos150W, Springsale50-30off, SringSale, SS30",TRUE,Color,Negro,,,,,,,,CO066NEXXW,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,CO066NEXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CO066NEXXW-Negro-Collar-Grand-Uso-4_d5f41b35-f1d6-4b64-b918-10d3108242f6.jpg?v=1762457423,1,,FALSE,"Collar Grand | Acero Quirúrgico, Minimalista, con esfera, versátil, unico","El Collar Grand con esfera flotante y cadena Flexible. Diseño minimalista en acero quirúrgico, hipoalergénico, cómodo y con brillo duradero. Para looks diarios ",,,,,,,,,,,,mujer,,"<ul>
<li><strong>Largo Collar</strong>: 41 cm</li>
<li><strong>Diámetro dije bola</strong>: 1,6 cm.</li>
<li><strong>Peso</strong>: 11 gr.</li>
</ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,2,,adultos; adults,,,,negro; dorado; plateado,,,acero-inoxidable; stainless-steel; metal,joyeria-fina; fine-jewelry,acero-inoxidable,colgante; pendant,,,femenino; female,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/CO066NEXXW-Negro-Collar-Grand-Uso-4_d5f41b35-f1d6-4b64-b918-10d3108242f6.jpg?v=1762457423,g,,,TRUE,,,TRUE,,,active
collar-grand,,,,,,,,,Dorado,,,,,,,,CO066DOXXW,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,CO066DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/co066nexxw-collar_grand-negro-uso-1.jpg?v=1762457423,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/co066doxxw-collar_grand-dorado-uso-3.jpg?v=1762457412,g,,,,,,,,,
collar-grand,,,,,,,,,Plateado,,,,,,,,CO066PLXXW,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,CO066PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/co066doxxw-collar_grand-dorado-negro-plateado-ls-3.jpg?v=1762457423,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/co066plxxw-collar_grand-plateado-uso-1.jpg?v=1762457412,g,,,,,,,,,
collar-grand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/co066doxxw-collar_grand-dorado-uso-3.jpg?v=1762457412,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collar-grand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/co066plxxw-collar_grand-plateado-uso-1.jpg?v=1762457412,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collar-grand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_81477aa3-d1bc-4385-a192-2c82f50ae9f5.jpg?v=1771363474,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candongas-long-heart,Candongas Long Heart,"<p>Las <strong>Candongas Long Heart</strong> combinan el encanto del aro clásico con un detalle inesperado: corazones alargados que cuelgan con movimiento elegante y audaz. Su acabado oscuro y brillante aporta un aire moderno y versátil, mientras la silueta estilizada de los corazones transmite fuerza y romanticismo.</p>
<p>Fabricadas en acero quirúrgico hipoalergénico y resistentes al agua, son piezas seguras y duraderas, perfectas para quienes buscan un accesorio llamativo y lleno de personalidad.<strong></strong><strong></strong></p>",Blunua,Ropa y accesorios > Joyería > Pendientes,Aretes Candongas,"Arete Candongas Her, Candongas, Dorado, Negro, Plateado / Dorado, Regalos100W, SS30",TRUE,Color,Negro,,,,,,,,CA050NEXXW,0,shopify,deny,manual,96000,,TRUE,TRUE,,,,,CA050NEXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/ca050nexxw-candongas_long_heart-negro-uso.jpg?v=1756434570,1,,FALSE,Candongas Long Heart | Aros con dije corazones alargados Modernos Elegantes,"Las Candongas Long Heart en acero quirúrgico: aros con corazones alargados, hipoalergénicas, resistentes al agua y de estilo moderno y audaz. Elegantes, Versátiles.",,,,,,,,,,,,mujer,,"  <p><ul>
 <li><strong>Grosor Candonga:</strong> 3 mm</li>
 <li><strong>Diámetro Interno:</strong> 1,2 cm</li>
 <li><strong>Diámetro Externo:</strong> 1,7 cm</li>
  <li><strong>Largo Dije:</strong> 1 ,5 cm </li>
  <li><strong>Peso:</strong> 4 gr c/u </li>
  <p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,1,,adultos; adults,,,,negro,candonga-con-dije,,acero-inoxidable; stainless-steel,joyeria-fina; fine-jewelry,acero-inoxidable,,,,femenino; female,,collar-long-heart,ahead,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/ca050nexxw-candongas_long_heart-negro-uso.jpg?v=1756434570,g,,,TRUE,,,TRUE,,,active
candongas-long-heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/ca050nexxw-candongas_long_heart-negro-ls.jpg?v=1756434572,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candongas-long-heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_7122d967-f2b0-45ee-a04e-10be3c5e9f97.jpg?v=1771353767,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collar-half-o,Collar Half-O,"<p data-end=""575"" data-start=""303"">El <strong data-end=""333"" data-start=""306"">Collar Half-O de Blunua</strong> es una pieza moderna que juega con la geometría y el equilibrio. Su diseño inspirado en una forma semicircular crea un efecto visual limpio y contemporáneo, perfecto para quienes aman los accesorios con identidad, pero de líneas minimalistas.</p>
<p data-end=""575"" data-start=""303"">Puedes usarlo solo para un look elegante y estructurado o combinarlo con otras cadenas para crear un layering actual y armonioso. Un collar versátil que aporta carácter con sutileza.</p>
<p data-is-only-node="""" data-is-last-node="""" data-end=""921"" data-start=""577"">Elaborado en <strong data-end=""625"" data-start=""590"">acero quirúrgico hipoalergénico</strong>, resistente al agua y pulido a mano, está pensado para acompañarte todos los días con comodidad y durabilidad. <strong></strong></p>",Blunua,Ropa y accesorios > Joyería > Collares,Collares,"Collar, Collares Midis Her, Dorado, Regalos100W, SS50",TRUE,Color,Dorado,,,,,,,,CO065DOXXW,0,shopify,deny,manual,98000,,TRUE,TRUE,,,,,CO065DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/co065doxxw-collar_half-o-dorado-uso-1.jpg?v=1771438706,1,,FALSE,"Collar Half-O | Acero Quirúrgico, Dije semicircular con esferas pequeñas",,,,,,,,,,,,,mujer,,"  <p><ul>
    <li><strong>Largo collar: </strong> 35 cm + Extensión 7cm</li>
    <p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,,,adultos,,,,dorado,,,acero-inoxidable,joyeria-fina; fine-jewelry,acero-inoxidable,colgante; cadena,,,femenino,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/co065doxxw-collar_half-o-dorado-ls-2.jpg?v=1771438706,g,,,TRUE,,,TRUE,,,active
collar-half-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/co065doxxw-collar_half-o-dorado-ls-2.jpg?v=1771438706,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collar-half-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/co065doxxw-collar_half-o-dorado-uso-3_eb8f93e1-e2ef-4524-a528-f64e5b747c51.jpg?v=1771438706,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collar-half-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_27aa4da3-528c-41c6-8972-009123dd304c.jpg?v=1776708816,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tobillera-ball,Tobillera Ball,"<p data-start=""372"" data-end=""658"">La <strong data-start=""375"" data-end=""406"">Tobillera Bolitas de Blunua</strong> es una pieza delicada que aporta un brillo sutil y femenino a cada paso. Su diseño con pequeñas esferas distribuidas de forma armoniosa crea textura y movimiento, convirtiéndola en el complemento perfecto para looks frescos, minimalistas y veraniegos.</p>
<p data-start=""660"" data-end=""1017"" data-is-last-node="""" data-is-only-node="""">Elaborada en <strong data-start=""673"" data-end=""708"">acero quirúrgico hipoalergénico</strong>, resistente al agua y pulida a mano, está diseñada para acompañarte todos los días con comodidad y durabilidad. Puedes usarla sola para un estilo limpio y sofisticado o combinarla con otras tobilleras para lograr un look moderno y con personalidad.<strong></strong><strong></strong></p>",Blunua,Ropa y accesorios > Joyería > Tobilleras,Tobilleras,"Dorado, Plateado, SringSale, Tobillera",TRUE,Color,Dorado,,,,,,,,TB008DOXXW,0,shopify,deny,manual,87000,,TRUE,TRUE,,,,,TB008DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/tb008doxxw_tobillera_ball_dorado_uso.jpg?v=1771603822,1,,FALSE,Tobillera Ball | Minimalista en Acero Quirúrgico esferas pequeñas,"La Tobillera Bolitas de Blunua en acero quirúrgico hipoalergénico, pulida a mano y resistente al agua. Diseño delicado y versátil para uso diario. Esferas pequeñas",,,,,,,,,,,,mujer,,"<ul>
<li><strong>Largo total:</strong 23 cm </li>
<li><strong>Diámetro bolita:</strong 3 mm </li>
</ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,1,,adultos; adults,,,bola-bola,dorado; plateado,,,acero-inoxidable; stainless-steel,joyeria-fina; fine-jewelry,,,,,femenino; female,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/tb008doxxw_tobillera_ball_dorado_uso.jpg?v=1771603822,g,,,TRUE,,,TRUE,,,active
tobillera-ball,,,,,,,,,Plateado,,,,,,,,TB008PLXXW,0,shopify,deny,manual,87000,,TRUE,TRUE,,,,,TB008PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/tb008doxxw-tobillera_ball-dorado-uso.jpg?v=1771603822,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/tb008doxxw-tobillera_ball-dorado-uso.jpg?v=1771603822,g,,,,,,,,,
tobillera-ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_27aa4da3-528c-41c6-8972-009123dd304c.jpg?v=1776708816,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pulsera-ball,Pulsera Ball,"<p>La <strong>Pulsera Ball </strong>es una pulsera que combina con todo. Su diseño de cuencas, le da ese toque de presencia, es la pieza perfecta para acompañar con otras pulseras o llevar sola cuando quieres un detalle con carácter. Su acabado pulido refleja <strong>elegancia atemporal con un aire fresco y moderno.<br><br></strong>Elaborada <strong>en acero quirúrgico</strong>, es <strong>hipoalergénica</strong>, <strong>resistente al agua</strong> y pulida a mano, garantizando durabilidad y un brillo que se mantiene con el tiempo.</p>
<ul>
<li>Al no ser macizo es un producto muy liviano y cómodo.</li>
</ul>",Blunua,Ropa y accesorios > Joyería > Pulseras,Pulseras,"Dorado, for her, para ella, Plateado, Pulsera, Pulseras, Pulseras Her, Regalos100W",TRUE,Color,Plateado,,,,,,,,PU019PLXXW,0,shopify,deny,manual,93000,,TRUE,TRUE,,,,,PU019PLXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PU019PLXXW-Plateado-Pulsera-Ball-Uso-5.jpg?v=1762522885,1,,FALSE,"Pulsera Ball | Acero Quirúrgico Esferas, Elegante,Versátil Minimalista","La Pulsera Ball de Blunua en acero quirúrgico con cuencas pulidas. Hipoalergénica, resistente al agua y cómoda. Elegancia atemporal con estilo moderno. Minimalista",,,,,,,,,,,,mujer,,"  <p><ul>
    <li>Diámetro bolita: 5 mm</li>
    <li>Largo: 18 cm</li>
   <p></ul>",,"<p><ul>
<li>Acero quirúrgico.</li>
<li>Las joyas doradas y rosadas tienen un baño de oro de 14k.</li>
</ul></p>
<p><strong>Características de todas nuestras joyas</strong></p>
<ul>
<li>Al ser fabricadas en acero quirúrgico, son hipoalergénicas.</li>
<li>Resistentes al agua.</li>
<li>Pulidas a mano.</li>
</ul>",,1,,adultos; adults,,pulsera; con-cuentas,,plateado,,,acero-inoxidable; stainless-steel,joyeria-fina; fine-jewelry,,,,,female; femenino,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PU019PLXXW-Plateado-Pulsera-Ball-Uso-5.jpg?v=1762522885,g,,,TRUE,,,TRUE,,,active
pulsera-ball,,,,,,,,,Dorado,,,,,,,,PU019DOXXW,0,shopify,deny,manual,93000,,TRUE,TRUE,,,,,PU019DOXXW,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PU019PLXXW-Plateado-Pulsera-Ball-Uso-4.jpg?v=1762522885,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PU019PLXXW-Plateado-Pulsera-Ball-Uso-5.jpg?v=1762522885,g,,,,,,,,,
pulsera-ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/pu019plxxw-pulsera_ball-plateado-uso-1.jpg?v=1762522885,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pulsera-ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/PU019PLXXW-Plateado-Pulsera-Ball-Uso-2.jpg?v=1762522885,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pulsera-ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/pu019plxxw-pulsera_ball-plateado-uso-2_26edc94a-8e55-4e64-91a3-753af9eb6e92.jpg?v=1762285679,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pulsera-ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0052/5123/5938/files/Cajitas-Mujer-Ls-1_27aa4da3-528c-41c6-8972-009123dd304c.jpg?v=1776708816,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
